!EXCLAMATION-POINT	ˌɛkskləmˈeɪʃənpˌɔɪnt
#HASH-MARK	hˈæmˌɑːrk
#POUND-SIGN	pˈaʊndsˌaɪn
#SHARP-SIGN	ʃˈɑːrpsˌaɪn
%PERCENT	pɝsˈɛnt
&AMPERSAND	ˈæmpɝsˌænd
SUCCULENTS	sˈʌkjələnts
SUCCUMB	səkˈʌm
SUCCUMBED	səkˈʌmd
SUCCUMBING	səkˈʌmɪŋ
SUCCUMBS	səkˈʌmz
SUCH	sˈʌtʃ
SUCHAN	sˈʌtʃən
SUCHANEK	sˈʌkənɪk
SUCHARD	suːʃˈɑːrd
SUCHARSKI	səkˈɑːrski
SUCHECKI	səkˈɛki
SUCHER	sˈʌtʃɝ
SUCHINDA	sˌuːtʃˈɪndə
SUCHOCKI	səkˈɑːki
SUCHOMEL	sˈʌkoʊmˌɛl
SUCHY	sˈʌtʃi
SUCK	sˈʌk
SUCKED	sˈʌkt
SUCKER	sˈʌkɝ
SUCKERED	sˈʌkɝd
SUCKERS	sˈʌkɝz
SUCKING	sˈʌkɪŋ
SUCKLE	sˈʌkəl
SUCKLING	sˈʌklɪŋ
SUCKOW	sˈʌkaʊ
SUCKROW	sˈʌkroʊ
SUCKS	sˈʌks
SUCRALOSE	sˈuːkrəlˌoʊs
SUCRE	sˈuːkɝ
SUCROSE	sˈuːkroʊs
SUCTION	sˈʌkʃən
SUDA	sˈuːdə
SUDAFED	sˈuːdəfˌɛd
SUDAN	suːdˈæn
SUDAN'S	suːdˈænz
SUDANESE	sˌuːdənˈiːz
SUDANO	suːdˈɑːnoʊ
SUDBECK	sˈʌdbˌɛk
SUDBERRY	sˈʌdbˌɛri
SUDBURY	sˈʌdbˌɛri
SUDBURY'S	sˈʌdbˌɛriːz
SUDD	sˈʌd
SUDDAM	sˌədˈɑːm
SUDDAM'S	sˌədˈɑːmz
SUDDARTH	sˈʌdɑːrθ
SUDDATH	sˈʌdəθ
SUDDEN	sˈʌdən
SUDDENLY	sˈʌdənli
SUDDENNESS	sˈʌdənnəs
SUDDERTH	sˈʌdɝθ
SUDDETH	sˈʌdɪθ
SUDDRETH	sˈʌdrɪθ
SUDDUTH	sˈʌdəθ
SUDER	sˈuːdɝ
SUDERMAN	sˈuːdɝmən
SUDLER	sˈuːdəlɝ
SUDLER(1)	sˈuːdlɝ
SUDOL	sˈuːdəl
SUDS	sˈʌdz
SUE	sˈuː
SUED	sˈuːd
SUEDE	swˈeɪd
SUEDES	swˈeɪdz
SUEKER	sˈuːkɝ
SUEN	sˈuːn
SUES	sˈuːz
SUESS	swˈɪs
SUEY	sˈuːi
SUEZ	sˈuːɛz
SUEZ'S	sˈuːɛzɪz
SUFFER	sˈʌfɝ
SUFFERED	sˈʌfɝd
SUFFERER	sˈʌfɝɝ
SUFFERERS	sˈʌfɝɝz
SUFFERING	sˈʌfɝɪŋ
SUFFERING(1)	sˈʌfrɪŋ
SUFFERINGS	sˈʌfɝɪŋz
SUFFERINGS(1)	sˈʌfrɪŋz
SUFFERN	sˈʌfɝn
SUFFERS	sˈʌfɝz
SUFFICE	səfˈaɪs
SUFFICED	səfˈaɪst
SUFFICES	səfˈaɪsɪz
SUFFICIENCY	səfˈɪʃənsi
SUFFICIENT	səfˈɪʃənt
SUFFICIENTLY	səfˈɪʃəntli
SUFFIELD	sˈʌfiːld
SUFFIELD'S	sˈʌfiːldz
SUFFIX	sˈʌfɪks
SUFFOCATE	sˈʌfəkˌeɪt
SUFFOCATED	sˈʌfəkˌeɪtɪd
SUFFOCATING	sˈʌfəkˌeɪtɪŋ
SUFFOCATION	sˌəfəkˈeɪʃən
SUFFOLK	sˈʌfək
SUFFRAGE	sˈʌfrɪdʒ
SUFFRAGETTE	sˌəfrədʒˈɛt
SUFFRAGETTES	sˌəfrədʒˈɛts
SUFFRAGIST	sˈʌfrədʒɪst
SUFFRAGISTS	sˈʌfrədʒɪsts
SUFFUSE	səfjˈuːz
SUFFUSED	səfjˈuːzd
SUFFUSES	səfjˈuːzɪz
SUFFUSING	səfjˈuːzɪŋ
SUGAR	ʃˈʊgɝ
SUGAR'S	ʃˈʊgɝz
SUGARCANE	ʃˈʊgɝkˌeɪn
SUGARED	ʃˈʊgɝd
SUGARMAN	ʃˈʊgɝmən
SUGARS	ʃˈʊgɝz
SUGARY	ʃˈʊgɝi
SUGDEN	sˈʌgdən
SUGERMAN	sˈuːgɝmən
SUGG	sˈʌg
SUGGEST	sədʒˈɛst
SUGGESTED	sədʒˈɛstɪd
SUGGESTIBLE	sədʒˈɛstəbəl
SUGGESTING	sədʒˈɛstɪŋ
SUGGESTION	sədʒˈɛstʃən
SUGGESTIONS	sədʒˈɛstʃənz
SUGGESTIVE	sədʒˈɛstɪv
SUGGESTIVENESS	sədʒˈɛstɪvnəs
SUGGESTS	sədʒˈɛsts
SUGGS	sˈʌgz
SUGIHARA	suːgiːhˈɑːrə
SUGIMOTO	suːgiːmˈoʊtoʊ
SUGIYAMA	suːgiːjˈɑːmə
SUGRUE	sˈʌgruː
SUH	sˈʌ
SUHARTO	suːhˈɑːrtoʊ
SUHARTO'S	suːhˈɑːrtoʊz
SUHLER	sˈuːlɝ
SUHM	sˈuːm
SUHR	sˈʊr
SUHRE	sˈʊr
SUHUA	sˈuːhwˈɑː
SUHUD	suːhˈʊd
SUI	sˈuːi
SUI(1)	swi
SUICIDAL	sˌuːəsˈaɪdəl
SUICIDE	sˈuːəsˌaɪd
SUICIDE(1)	sˈuːɪsˌaɪd
SUICIDES	sˈuːəsˌaɪdz
SUING	sˈuːɪŋ
SUIRE	sˈʊr
SUISSE	swˈɪs
SUISSE(1)	swˈiːs
SUISSE'S	swˈɪsɪz
SUISSE'S(1)	swˈiːsɪz
SUIT	sˈuːt
SUIT'S	sˈuːts
SUITABILITY	sˌuːtəbˈɪlɪti
SUITABLE	sˈuːtəbəl
SUITABLY	sˈuːtəbli
SUITCASE	sˈuːtkˌeɪs
SUITCASES	sˈuːtkˌeɪsɪz
SUITE	swˈiːt
SUITED	sˈuːtɪd
SUITER	sˈuːtɝ
SUITES	swˈiːts
SUITING	sˈuːtɪŋ
SUITOR	sˈuːtɝ
SUITOR'S	sˈuːtɝz
SUITORS	sˈuːtɝz
SUITS	sˈuːts
SUITT	sˈuːt
SUK	sˈʌk
SUKARNO	suːkˈɑːrnoʊ
SUKARNO'S	suːkˈɑːrnoʊz
SUKEY	sˈuːki
SUKHAREV	sˈʌkɝəv
SUKHUMI	sˌuːkˈuːmi
SUKI	sˈuːki
SUKIYAKI	suːkiːˈɑːki
SUKRU	sˈʊkruː
SUKRU(1)	sˈuːkruː
SUKTHANKAR	suːktˈɑːŋkˌɑːr
SUKUP	sˈuːkəp
SUL	sˈʌl
SULAK	sˈuːlək
SULAWESI	sˌuːləwˈɛsi
SULCER	sˈʌlsɝ
SULEK	sˈuːlɪk
SULESKI	sjuːlˈɛski
SULEWSKI	sjuːlˈɛfski
SULEYMAN	sˈuːliːmən
SULFA	sˈʌlfə
SULFATE	sˈʌlfˌeɪt
SULFIDE	sˈʌlfˌaɪd
SULFITE	sˈʌlfˌaɪt
SULFITES	sˈʌlfˌaɪts
SULFUR	sˈʌlfɝ
SULFURIC	səlfjˈʊrɪk
SULFUROPHANE	sˈʌlfɝəfˌeɪn
SULGRAVE	sˈʌlgrˌeɪv
SULIK	sˈuːlɪk
SULK	sˈʌlk
SULKED	sˈʌlkt
SULKING	sˈʌlkɪŋ
SULKOWSKI	səlkˈɔfski
SULLEN	sˈʌlən
SULLENBERGER	sˈʌlənbɝgɝ
SULLENGER	sˈuːlɪndʒɝ
SULLENS	sˈʌlənz
SULLIE	sˈʌli
SULLIED	sˈʌliːd
SULLINGER	sˈʌlɪŋɝ
SULLINS	sˈʌlɪnz
SULLIVAN	sˈʌləvən
SULLIVAN(1)	sˈʌlɪvən
SULLIVAN'S	sˈʌlɪvənz
SULLIVANS	sˈʌlɪvənz
SULLIVANT	sˈʌlɪvənt
SULLO	sˈuːloʊ
SULLY	sˈʌli
SULPETRO	suːlpˈɛtroʊ
SULPHATE	sˈʌlfˌeɪt
SULPHATES	sˈʌlfˌeɪts
SULPHUR	sˈʌlfɝ
SULSER	sˈʌlsɝ
SULT	sˈʌlt
SULTAN	sˈʌltən
SULTAN'S	sˈʌltənz
SULTANATE	sˈʌltənət
SULTANS	sˈʌltənz
SULTON	sˈʌltən
SULTRY	sˈʌltri
SULYA	sˈuːljə
SULZBACH	sˈʌlzbɑːk
SULZBERGER	sˈʌltsbɝgɝ
SULZER	sˈʌlzɝ
SUM	sˈʌm
SUMA	sˈuːmə
SUMAC	sˈuːmæk
SUMAN	sˈuːmən
SUMARLIN	sˌuːmˈɑːrlɪn
SUMATOMA	sˌuːmətˈoʊmə
SUMATOMO	sˌuːmətˈoʊmoʊ
SUMATRA	sˌuːmˈɑːtrə
SUMATRAN	sˌuːmˈɑːtrən
SUMERIA	səmˈɝːiːə
SUMERLIN	sˈʌmɝlɪn
SUMGAIT	səmgˈeɪt
SUMIDA	suːmˈiːdə
SUMINSKI	səmˈɪnski
SUMITA	suːmˈiːtə
SUMITA'S	suːmˈiːtəz
SUMITOMO	sˌuːmɪtˈoʊmoʊ
SUMITOMO'S	sˌuːmɪtˈoʊmoʊz
SUMLER	sˈʌmlɝ
SUMLIN	sˈʌmlɪn
SUMMA	sˈuːmə
SUMMAGRAPHIC	sˌəməgrˈæfɪk
SUMMAGRAPHICS	sˌəməgrˈæfɪks
SUMMAR	sˈʌmɝ
SUMMARIES	sˈʌmɝiːz
SUMMARILY	səmˈɛrɪli
SUMMARIZE	sˈʌmɝˌaɪz
SUMMARIZED	sˈʌmɝˌaɪzd
SUMMARIZES	sˈʌmɝˌaɪzɪz
SUMMARIZING	sˈʌmɝˌaɪzɪŋ
SUMMARY	sˈʌmɝi
SUMMATION	səmˈeɪʃən
SUMMATIONS	səmˈeɪʃənz
SUMMCORP	sˈʌmkɔrp
SUMMED	sˈʌmd
SUMMER	sˈʌmɝ
SUMMER'S	sˈʌmɝz
SUMMERALL	sˈʌmɝˌɔl
SUMMERFIELD	sˈʌmɝfˌiːld
SUMMERFORD	sˈʌmɝfɝd
SUMMERHILL	sˈʌmɝhˌɪl
SUMMERLIN	sˈʌmɝlɪn
SUMMEROUR	sˈʌmɝɝ
SUMMERS	sˈʌmɝz
SUMMERS'S	sˈʌmɝzɪz
SUMMERSON	sˈʌmɝsən
SUMMERTIME	sˈʌmɝtˌaɪm
SUMMERVILLE	sˈʌmɝvˌɪl
SUMMEY	sˈʌmi
SUMMING	sˈʌmɪŋ
SUMMIT	sˈʌmət
SUMMIT(1)	sˈʌmɪt
SUMMIT'S	sˈʌməts
SUMMITEER	sˌəmɪtˈɪr
SUMMITEERS	sˌəmɪtˈɪrz
SUMMITRY	sˈʌmɪtri
SUMMITS	sˈʌmɪts
SUMMITT	sˈʌmɪt
SUMMITVILLE	sˈʌmɪtvɪl
SUMMON	sˈʌmən
SUMMONED	sˈʌmənd
SUMMONING	sˈʌmənɪŋ
SUMMONS	sˈʌmənz
SUMMONSED	sˈʌmənzd
SUMMONSES	sˈʌmənzɪz
SUMMOR'S	sˈʌmɝz
SUMMUM	sˈʌməm
SUMMY	sˈʌmi
SUMNER	sˈʌmnɝ
SUMNERS	sˈʌmnɝz
SUMO	sˈuːmoʊ
SUMP	sˈʌmp
SUMPTER	sˈʌmptɝ
SUMPTUOUS	sˈʌmptʃwəs
SUMPTUOUS(1)	sˈʌmptʃuːəs
SUMRALL	sˈʌmrəl
SUMRELL	suːmrˈeɪl
SUMROW	sˈʌmrˌoʊ
SUMS	sˈʌmz
SUMTER	sˈʌmtɝ
SUN	sˈʌn
SUN'S	sˈʌnz
SUNAMERICA	sˈʌnəmˈɛrəkə
SUNAU	sˈuːnaʊ
SUNBATH	sˈʌnbˌæθ
SUNBATHE	sˈʌnbˌeɪð
SUNBATHING	sˈʌnbˌeɪðɪŋ
SUNBEAM	sˈʌnbˌiːm
SUNBEAM'S	sˈʌnbˌiːmz
SUNBELT	sˈʌnbˌɛlt
SUNBELT'S	sˈʌnbˌɛlts
SUNBIRD	sˈʌnbˌɝːd
SUNBIRDS	sˈʌnbˌɝːdz
SUNBURN	sˈʌnbˌɝːn
SUNBURNED	sˈʌnbˌɝːnd
SUNCOAST	sˈʌnkˌoʊst
SUNCOOK	sˈʌnkˌʊk
SUNCOR	sˈʌnkˌɔr
SUND	sˈʌnd
SUNDAE	sˈʌndeɪ
SUNDAE'S	sˈʌndˌeɪz
SUNDAHL	sˈʌndˌɑːl
SUNDAI	səndˈaɪ
SUNDANCE	sˈʌndˌæns
SUNDAR	sˈuːndɑːr
SUNDARARAJAN	suːndˌɑːrərˈɑːdʒən
SUNDAY	sˈʌndˌeɪ
SUNDAY(1)	sˈʌndˌiː
SUNDAY'S	sˈʌndˌeɪz
SUNDAY'S(1)	sˈʌndˌiːz
SUNDAYS	sˈʌndˌeɪz
SUNDAYS(1)	sˈʌndˌiːz
SUNDBERG	sˈʌndbɝg
SUNDBY	sˈʌndbi
SUNDE	sˈʌnd
SUNDEEN	sˈʌndiːn
SUNDELL	sˈʌndəl
SUNDER	sˈʌndɝ
SUNDERLAND	sˈʌndɝlənd
SUNDERLIN	sˈʌndɝlɪn
SUNDERMAN	sˈʌndɝmən
SUNDERMEYER	sˈʌndɝmaɪɝ
SUNDEWS	sˈʌndˌuːz
SUNDHEIM	sˈʌndhˌaɪm
SUNDIAL	sˈʌndˌaɪl
SUNDIN	sˈʌndən
SUNDLUN	sˈʌndlən
SUNDOWN	sˈʌndˌaʊn
SUNDQUIST	sˈʌndkwˌɪst
SUNDRY	sˈʌndri
SUNDSTRAND	sˈʌndstrˌænd
SUNDSTROM	sˈʌndstrəm
SUNDT	sˈʌnt
SUNDY	sˈʌndi
SUNFIRE	sˈʌnfˌaɪr
SUNFISH	sˈʌnfˌɪʃ
SUNFLOWER	sˈʌnflˌaʊɝ
SUNFLOWERS	sˈʌnflˌaʊɝz
SUNG	sˈʌŋ
SUNG'S	sˈʌŋz
SUNGARD	sˈʌngˌɑːrd
SUNGARD'S	sˈʌngˌɑːrdz
SUNGLASS	sˈʌnglˌæs
SUNGLASSES	sˈʌnglˌæsɪz
SUNGROUP	sˈʌngrˌuːp
SUNI	sˈuːni
SUNIA	sˈuːniːə
SUNIGA	suːnˈiːgə
SUNIL	suːnˈɪl
SUNK	sˈʌŋk
SUNKEN	sˈʌŋkən
SUNKIST	sˈʌnkˌɪst
SUNLAND	sˈʌnlˌænd
SUNLIGHT	sˈʌnlˌaɪt
SUNLIT	sˈʌnlˌɪt
SUNLITE	sˈʌnlˌaɪt
SUNNI	sˈuːni
SUNNING	sˈʌnɪŋ
SUNNIS	sˈʊnˌiːz
SUNNY	sˈʌni
SUNNYSIDE	sˈʌniːsˌaɪd
SUNNYVALE	sˈʌniːvˌeɪl
SUNOBE	suːnˈoʊbi
SUNOBE'S	suːnˈoʊbiːz
SUNOCO	sɪnˈoʊkoʊ
SUNPOINT	sˈʌnpˌɔɪnt
SUNRISE	sˈʌnrˌaɪz
SUNRISE'S	sˈʌnrˌaɪzɪz
SUNROOF	sˈʌnrˌuːf
SUNROOM	sˈʌnrˌuːm
SUNS	sˈʌnz
SUNSCREEN	sənskrˈiːn
SUNSCREEN(1)	sˈʌnskriːn
SUNSCREENS	sənskrˈiːnz
SUNSCREENS(1)	sˈʌnskriːnz
SUNSERI	sənsˈɛri
SUNSET	sˈʌnsˌɛt
SUNSETS	sˈʌnsˌɛts
SUNSHINE	sˈʌnʃˌaɪn
SUNSHINE'S	sˈʌnʃˌaɪnz
SUNSHINY	sˈʌnʃˌaɪni
SUNSPOT	sˈʌnspˌɑːt
SUNSPOTS	sˈʌnspˌɑːts
SUNSTAR	sˈʌnstˌɑːr
SUNSTATE	sˈʌnstˌeɪt
SUNSTATES	sˈʌnstˌeɪts
SUNSWEET	sˈʌnswˌiːt
SUNSWEET'S	sˈʌnswˌiːts
SUNTAN	sˈʌntˌæn
SUNTER	sˈʌntɝ
SUNTORY	sˈʌntˈɔri
SUNTRUST	sˈʌntrˌəst
SUNTRUST'S	sˈʌntrˌəsts
SUNUNU	sənˈuːnuː
SUNUNU'S	sənˈuːnuːz
SUNUP	sˈʌnəp
SUNWARD	sˈʌnwɝd
SUNWORLD	sˈʌnwˌɝːld
SUNWORLD'S	sˈʌnwˌɝːldz
SUNY	sˈuːnˌiː
SUON	sˈuːɔn
SUP	sˈʌp
SUPAK	sˈuːpək
SUPAN	sˈuːpən
SUPER	sˈuːpɝ
SUPER-IMPOSITION	sˌuːpɝˌɪmpəzˈɪʃən
SUPER-POSITION	sˌuːpɝpəzˈɪʃən
SUPERABRASIVE	sˌuːpɝəbrˈeɪsɪv
SUPERABRASIVES	sˌuːpɝəbrˈeɪsɪvz
SUPERAMERICA	sˌuːpɝəmˈɛrɪkə
SUPERB	sʊpˈɝːb
SUPERBAR	sˈuːpɝbˌɑːr
SUPERBLY	sˈuːpɝbli
SUPERBOWL	sˈuːpɝbˌoʊl
SUPERBOWL'S	sˈuːpɝbˌoʊlz
SUPERBOWLS	sˈuːpɝbˌoʊlz
SUPERCALIFRAGILISTIC	sˌuːpɝkˌæləfrˈædʒəlˌɪstɪk
SUPERCALIFRAGILISTICEXPIALIDOCIOUS	sˌuːpɝkˌæləfrˈædʒəlˌɪstɪkˌɛkspiːˌælədˈoʊʃəs
SUPERCENTER	sˈuːpɝsˌɛntɝ
SUPERCENTERS	sˈuːpɝsˌɛntɝs
SUPERCHARGE	sˌuːpɝtʃˈɑːrdʒ
SUPERCHARGED	sˌuːpɝtʃˈɑːrdʒd
SUPERCILIOUS	sˌuːpɝsˈɪliːəs
SUPERCOLLIDER	suːpɝkəlˈaɪdɝ
SUPERCOMPUTER	sˌuːpɝkəmpjˈuːtɝ
SUPERCOMPUTERS	sˌuːpɝkəmpjˈuːtɝz
SUPERCOMPUTING	suːpɝkəmpjˈuːtɪŋ
SUPERCONDUCTING	sˈuːpɝkəndˌəktɪŋ
SUPERCONDUCTIVE	suːpɝkəndˈʌktɪv
SUPERCONDUCTIVITY	sˌuːpɝkˌɑːndˌəktˈɪvəti
SUPERCONDUCTOR	sˈuːpɝkəndˌəktɝ
SUPERCONDUCTORS	sˈuːpɝkəndˌəktɝz
SUPERCOOL	sˌuːpɝkˈuːl
SUPERCOOLED	sˌuːpɝkˈuːld
SUPERCUT	sˈuːpɝkˌət
SUPERCUTS	sˈuːpɝkˌəts
SUPERDELEGATE	suːpɝdˈɛləgət
SUPERDELEGATES	suːpɝdˈɛləgəts
SUPERDOME	sˌuːpɝdˈoʊm
SUPERDOT	sˈuːpɝdˌɑːt
SUPERDRUG	sˈuːpɝdrˌəg
SUPERFAMILY	sˈuːpɝfˌæmli
SUPERFAN	sˈuːpɝfˌæn
SUPERFAST	sˈuːpɝfˌæst
SUPERFICIAL	sˌuːpɝfˈɪʃəl
SUPERFICIALLY	sˈuːpɝfˌɪʃəli
SUPERFLUIDITY	sˌuːpɝflˌuːˈɪdəti
SUPERFLUOUS	sˈuːpɝflwˌəs
SUPERFON	sˈuːpɝfɪn
SUPERFREIGHTER	sˈuːpɝfrˌeɪtɝ
SUPERFREIGHTERS	sˈuːpɝfrˌeɪtɝz
SUPERFUND	sˌuːpɝfˈʌnd
SUPERGIANT	sˈuːpɝdʒˈaɪənt
SUPERGIANTS	sˌuːpɝdʒˈaɪənts
SUPERHEATED	sˌuːpɝhˈiːtɪd
SUPERHERO	sˌuːpɝhˈiːroʊ
SUPERHEROES	sˌuːpɝhˈiːroʊz
SUPERHETERODYNE	sˌuːpɝhˈɛtɝədˌaɪn
SUPERHIGHWAY	sˌuːpɝhˈaɪwˌeɪ
SUPERHIGHWAYS	sˌuːpɝhˈaɪwˌeɪz
SUPERHUMAN	sˌuːpɝhjˈuːmən
SUPERIMPOSE	sˌuːpɝəmpˈoʊz
SUPERIMPOSED	sˌuːpɝəmpˈoʊzd
SUPERINTENDANT	sˌuːpɝəntˈɛndənt
SUPERINTENDANT(1)	sˌuːpɝɪntˈɛndənt
SUPERINTENDENT	sˌuːpɝəntˈɛndənt
SUPERINTENDENT(1)	sˌuːpɝɪntˈɛndənt
SUPERINTENDENT'S	sˌuːpɝɪntˈɛndənts
SUPERINTENDENTS	sˌuːpɝəntˈɛndənts
SUPERINTENDENTS(1)	sˌuːpɝɪntˈɛndənts
SUPERIOR	suːpˈɪriːɝ
SUPERIOR'S	suːpˈiːriːɝz
SUPERIORITY	sˌuːpɪriːˈɔrɪti
SUPERIORS	suːpˈɪriːɝz
SUPERLATIVE	sʊpˈɝːlətɪv
SUPERLATIVES	sʊpˈɝːlətɪvz
SUPERMAC	sˈuːpɝmˌæk
SUPERMAJORITY	sˈuːpɝmədʒˌɔrɪti
SUPERMAN	sˈuːpɝmən
SUPERMAN(1)	sˈuːpɝmˌæn
SUPERMAN'S	sˈuːpɝmænz
SUPERMARKET	sˈuːpɝmˌɑːrkɪt
SUPERMARKET'S	sˈuːpɝmˌɑːrkəts
SUPERMARKETS	sˈuːpɝmˌɑːrkɪts
SUPERMASSIVE	sˌuːpɝmˈæsɪv
SUPERMINICOMPUTER	sˈuːpɝmˌɪniːkəmpjˌuːtɝ
SUPERMINICOMPUTERS	sˈuːpɝmˌɪniːkəmpjˌuːtɝz
SUPERMODEL	sˈuːpɝmˌɑːdəl
SUPERMODELS	sˈuːpɝmˌɑːdəlz
SUPERNATURAL	sˌuːpɝnˈætʃɝəl
SUPERNATURALISM	sˌuːpɝnˈætʃɝəlˌɪzəm
SUPERNOVA	sˌuːpɝnˈoʊvə
SUPEROXIDE	sˌuːpɝˈɑːksˌaɪd
SUPERPOWER	sˌuːpɝpˈaʊɝ
SUPERPOWERS	sˌuːpɝpˈaʊɝz
SUPERPOWERS'	sˈuːpɝpˌaʊrz
SUPERPREMIUM	sˌuːpɝprˈiːmiːəm
SUPERPREMIUM(1)	sˌuːpɝprˈiːmjəm
SUPERREGIONAL	sˌuːpɝrˈiːdʒənəl
SUPERREGIONALS	sˌuːpɝrˈiːdʒənəlz
SUPERREGIONALS'	suːpɝrˈiːdʒənəlz
SUPERS	sˈuːpɝz
SUPERSAVER	sˈuːpɝsˌeɪvɝ
SUPERSECRET	sˈuːpɝsˌiːkrɪt
SUPERSEDE	sˌuːpɝsˈiːd
SUPERSEDED	sˌuːpɝsˈiːdɪd
SUPERSEDES	sˌuːpɝsˈiːdz
SUPERSEDING	sˌuːpɝsˈiːdɪŋ
SUPERSONIC	sˌuːpɝsˈɑːnɪk
SUPERSONICS	sˌuːpɝsˈɑːnɪks
SUPERSTAR	sˌuːpɝstˈɑːr
SUPERSTARS	sˌuːpɝstˈɑːrz
SUPERSTATION	sˌuːpɝstˈeɪʃən
SUPERSTITION	sˌuːpɝstˈɪʃən
SUPERSTITIONS	sˌuːpɝstˈɪʃənz
SUPERSTITIOUS	sˌuːpɝstˈɪʃəs
SUPERSTORE	sˈuːpɝstˌɔr
SUPERSTORES	sˈuːpɝstˌɔrz
SUPERSTRUCTURE	sˈuːpɝstrˌəktʃɝ
SUPERSTRUCTURES	sˈuːpɝstrˌəktʃɝz
SUPERTANKER	sˈuːpɝtˌæŋkɝ
SUPERTANKERS	sˈuːpɝtˌæŋkɝz
SUPERVALU	sˌuːpɝvˈæljuː
SUPERVALUE	sˌuːpɝvˈæljuː
SUPERVISE	sˈuːpɝvˌaɪz
SUPERVISED	sˈuːpɝvˌaɪzd
SUPERVISES	sˈuːpɝvˌaɪzɪz
SUPERVISING	sˈuːpɝvˌaɪzɪŋ
SUPERVISION	sˌuːpɝvˈɪʒən
SUPERVISOR	sˈuːpɝvˌaɪzɝ
SUPERVISOR'S	sˌuːpɝvˈaɪzɝz
SUPERVISORS	sˌuːpɝvˈaɪzɝz
SUPERVISORS'	sˈuːpɝvˌaɪzɝz
SUPERVISORY	sˌuːpɝvˈaɪzɝi
SUPERVOTING	sˌuːpɝvˈoʊtɪŋ
SUPERWOMAN	sˈuːpɝwˌʊmən
SUPERWOMEN	sˈuːpɝwˌɪmɪn
SUPERX	sˈuːpɝˌɛks
SUPINE	səpˈaɪn
SUPINE(1)	sˈuːpaɪn
SUPINSKI	səpˈɪnskˌiː
SUPPA	sˈuːpə
SUPPER	sˈʌpɝ
SUPPERS	sˈʌpɝz
SUPPES	sˈuːpiːs
SUPPLANT	səplˈænt
SUPPLANTED	səplˈæntɪd
SUPPLANTING	səplˈæntɪŋ
SUPPLANTS	səplˈænts
SUPPLE	sˈʌpəl
SUPPLEE	sˈʌplˌiː
SUPPLEMENT	sˈʌpləmənt
SUPPLEMENT(1)	sˌəpləmˈɛnt
SUPPLEMENTAL	sˌəpləmˈɛntəl
SUPPLEMENTARY	sˌəpləmˈɛntərˌiː
SUPPLEMENTED	sˌəpləmˌɛntɪd
SUPPLEMENTING	sˌəpləmˈɛntɪŋ
SUPPLEMENTS	sˌəpləmˈɛnts
SUPPLICANT	sˈʌpləkənt
SUPPLIED	səplˈaɪd
SUPPLIER	səplˈaɪɝ
SUPPLIER'S	səplˈaɪɝz
SUPPLIERS	səplˈaɪɝz
SUPPLIERS'	səplˈaɪɝz
SUPPLIES	səplˈaɪz
SUPPLY	səplˈaɪ
SUPPLY'S	səplˈaɪz
SUPPLYING	səplˈaɪɪŋ
SUPPORT	səpˈɔrt
SUPPORTABLE	səpˈɔrtəbəl
SUPPORTED	səpˈɔrtɪd
SUPPORTER	səpˈɔrtɝ
SUPPORTERS	səpˈɔrtɝz
SUPPORTING	səpˈɔrtɪŋ
SUPPORTIVE	səpˈɔrtɪv
SUPPORTS	səpˈɔrts
SUPPOSE	səpˈoʊz
SUPPOSED	səpˈoʊzd
SUPPOSEDLY	səpˈoʊzədli
SUPPOSES	səpˈoʊzɪz
SUPPOSING	səpˈoʊzɪŋ
SUPPOSITION	sˌəpəzˈɪʃən
SUPPOSITIONS	sˌəpəzˈɪʃənz
SUPPRESS	səprˈɛs
SUPPRESSANT	səprˈɛsənt
SUPPRESSANTS	səprˈɛsənts
SUPPRESSED	səprˈɛst
SUPPRESSES	səprˈɛsɪz
SUPPRESSING	səprˈɛsɪŋ
SUPPRESSION	səprˈɛʃən
SUPPRESSOR	səprˈɛsɝ
SUPRA	sˈuːprə
SUPRANATIONAL	sˌuːprənˈæʃənəl
SUPREMACIST	suːprˈɛməsɪst
SUPREMACISTS	suːprˈɛməsɪsts
SUPREMACY	səprˈɛməsi
SUPREME	səprˈiːm
SUPREME(1)	sɝprˈiːm
SUPREMELY	suːprˈiːməli
SUPREMES	suːprˈiːmz
SUPRENANT	suːprˈeɪnənt
SUPRISINGLY	sˌuːprˈaɪzɪŋli
SUPRISINGLY(1)	sˌɝːprˈaɪzɪŋli
SUR	sˈɝː
SURA	sˈʊrə
SURACE	sʊrˈɑːseɪ
SURAT	sɝˈɑːt
SURAT'S	sɝˈɑːts
SURBAUGH	sˈɝːbɔ
SURBER	sˈɝːbɝ
SURCEASE	sˌɝːsˈiːs
SURCHARGE	sɝtʃˈɑːrdʒ
SURCHARGE(1)	sˈɝːtʃˌɑːrdʒ
SURCHARGES	sˈɝːtʃˌɑːrdʒɪz
SURE	ʃˈʊr
SURELY	ʃˈʊrli
SUREN	sˈʊrən
SURER	ʃˈʊrɝ
SURES	ʃˈʊrz
SURESH	sɝˈɛʃ
SUREST	ʃˈʊrɪst
SURETTE	sɝˈɛt
SURETY	ʃˈʊrəti
SURF	sˈɝːf
SURF'S	sˈɝːfs
SURFACE	sˈɝːfəs
SURFACED	sˈɝːfɪst
SURFACENESS	sˈɝːfəsnəs
SURFACES	sˈɝːfəsəz
SURFACES(1)	sˈɝːfəsɪz
SURFACING	sˈɝːfəsɪŋ
